category,user_input,response,priority,is_active
system,connection test,Connection established! changAI is online.,88,1
system,testing,Testing noted! changAI is online and operational.,88,1
system,1,changAI is listening.,70,1
system,2,changAI is here.,70,1
system,3,changAI is ready.,70,1
system,123,changAI is online.,70,1
system,hello world,Hello World back! changAI from ERPGulf is running.,85,1
greeting,مرحبا,أهلًا! changAI من ERPGulf هنا. كيف أقدر أساعدك؟,100,1
greeting,اهلا,مرحبًا! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,100,1
greeting,السلام عليكم,يا هلا! أنا changAI من ERPGulf. كيف أقدر أساعدك؟,110,1
greeting,وعليكم السلام,أهلًا! changAI من ERPGulf هنا. كيف أقدر أساعدك؟,108,1
greeting,صباح الخير,وعليكم السلام! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,100,1
greeting,مساء الخير,يا هلا! أنا changAI من ERPGulf. كيف أقدر أساعدك؟,100,1
greeting,صباح النور,أهلًا وسهلًا! أنا changAI من ERPGulf.,98,1
greeting,مساء النور,يا هلا! أنا changAI من ERPGulf. كيف أقدر أساعدك؟,98,1
greeting,هلا,مرحبًا بك! أنا changAI من ERPGulf.,95,1
greeting,هلو,يا هلا! أنا changAI من ERPGulf. كيف أقدر أساعدك؟,90,1
greeting,هاي,أهلًا! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,90,1
greeting,يا هلا,أهلًا! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,95,1
greeting,اهلا وسهلا,يا هلا! أنا changAI من ERPGulf. كيف أقدر أساعدك؟,95,1
greeting,مرحبا changai,يا هلا! أنا changAI من ERPGulf. كيف أقدر أساعدك؟,108,1
greeting,اهلا changai,صباح الخير! changAI من ERPGulf في خدمتك.,108,1
greeting,مرحبا erpgulf,أهلًا وسهلًا! أنا changAI من ERPGulf.,105,1
greeting,اهلا erpgulf,أهلًا! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,105,1
greeting,السلام,أهلًا! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,95,1
greeting,تحية,وعليكم السلام! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,88,1
greeting,صباحك خير,مرحبًا! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,98,1
greeting,مساءك خير,وعليكم السلام! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,98,1
greeting,صباح الورد,أهلًا! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,95,1
greeting,مساء الورد,أهلًا وسهلًا! أنا changAI من ERPGulf.,95,1
greeting,اهلين,صباح الخير! changAI من ERPGulf في خدمتك.,92,1
greeting,مرحبتين,أهلًا وسهلًا! أنا changAI من ERPGulf.,90,1
greeting,يا مرحبا,مرحبًا! changAI جاهز لمساعدتك في ERPGulf.,92,1
greeting,الله يحييك,وعليكم السلام! أنا changAI من ERPGulf، كيف يمكنني مساعدتك؟,90,1
greeting,حياك,مرحبًا بك! أنا changAI من ERPGulf.,90,1
greeting,حياك الله,مرحبًا بك! أنا changAI من ERPGulf.,92,1
identity,من انت,أنا changAI من ERPGulf. أساعدك في الاستفسارات.,100,1
identity,ما اسمك,اسمي changAI من ERPGulf.,100,1
identity,من انتم,نحن changAI من ERPGulf — خدمة مساعدة ذكية.,100,1
identity,هل انت بوت,نعم! أنا changAI — مساعد ذكي من ERPGulf.,98,1
identity,هل انت روبوت,أنا changAI — مساعد ذكاء اصطناعي من ERPGulf.,98,1
identity,هل انت انسان,أنا changAI — لست إنسانًا، لكنني هنا لأساعدك!,95,1
identity,هل انت ذكاء اصطناعي,نعم! أنا changAI — مساعد ذكاء اصطناعي من ERPGulf.,98,1
identity,ما هو changai,changAI هو المساعد الذكي الرسمي لـ ERPGulf.,100,1
identity,ما هو erpgulf,ERPGulf شركة رائدة في تقديم حلول ERP والخدمات السحابية.,100,1
identity,عرفني على نفسك,أنا changAI من ERPGulf — مساعدك الذكي الموثوق.,98,1
identity,قدم نفسك,بكل سرور! أنا changAI من ERPGulf.,95,1
identity,من صنعك,صنعني فريق ERPGulf. أنا changAI.,95,1
identity,من برمجك,برمجني فريق ERPGulf. أنا changAI.,93,1
identity,هل تفهم عربي,نعم! changAI يفهم العربية ويرد عليك.,98,1
identity,تتكلم عربي,بالطبع! أنا changAI وأتحدث العربية.,95,1
conversation,كيف حالك,ممتاز! changAI جاهز لمساعدتك.,100,1
conversation,كيف الحال,ممتاز! changAI جاهز لمساعدتك.,100,1
conversation,كيف حالكم,بخير! changAI من ERPGulf في خدمتك.,98,1
conversation,كيف الاحوال,تمام الحمد لله! كيف أقدر أساعدك؟,95,1
conversation,عساك بخير,تمام الحمد لله! كيف أقدر أساعدك؟,95,1
conversation,كيفك,بخير! changAI من ERPGulf في خدمتك.,95,1
conversation,شلونك,بخير والحمد لله! changAI جاهز لخدمتك.,95,1
conversation,ايش اخبارك,ممتاز! changAI جاهز لمساعدتك.,93,1
conversation,شو اخبارك,تمام الحمد لله! كيف أقدر أساعدك؟,93,1
conversation,اخبارك,ممتاز! changAI جاهز لمساعدتك.,90,1
conversation,بخير,الحمد لله بخير! كيف أقدر أساعدك اليوم؟,85,1
conversation,تمام,الحمد لله بخير! كيف أقدر أساعدك اليوم؟,82,1
conversation,كيفك اليوم,تمام الحمد لله! كيف أقدر أساعدك؟,93,1
conversation,كيف يومك,ممتاز! changAI جاهز لمساعدتك.,90,1
conversation,انت بخير,الحمد لله بخير! كيف أقدر أساعدك اليوم؟,88,1
conversation,كل شيء بخير,بخير والحمد لله! changAI جاهز لخدمتك.,85,1
conversation,زين,تمام الحمد لله! كيف أقدر أساعدك؟,80,1
conversation,ماشي,بخير والحمد لله! changAI جاهز لخدمتك.,80,1
conversation,تمام تمام,بخير! changAI من ERPGulf في خدمتك.,82,1
conversation,الحمد لله,تمام الحمد لله! كيف أقدر أساعدك؟,80,1
conversation,بفضل الله,بخير! changAI من ERPGulf في خدمتك.,80,1
support,مساعدة,يرجى نشر مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتواصل معك فريقنا.,100,1
support,مساعده,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
support,مساعدة لو سمحت,فريق الدعم جاهز! الرجاء إرسال مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
support,اريد مساعدة,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
support,احتاج مساعدة,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
support,ابغى مساعدة,لضمان حل مشكلتك، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
support,محتاج مساعدة,يرجى نشر مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتواصل معك فريقنا.,100,1
support,ممكن مساعدة,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,98,1
support,ساعدني,فريق الدعم جاهز! الرجاء إرسال مشكلتك في تبويب الدعم على Changai / ERPGulf.,98,1
support,تساعدني,أضف استفسارك في تبويب الدعم على Changai / ERPGulf وسيرد عليك الفريق قريبًا.,95,1
support,دعم,يسعدنا مساعدتك! فقط انشر مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
support,الدعم,نقدر تواصلك! للمتابعة السريعة أضف مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
support,دعم فني,أضف استفسارك في تبويب الدعم على Changai / ERPGulf وسيرد عليك الفريق قريبًا.,100,1
support,الدعم الفني,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
support,خدمة,فريق الدعم جاهز! الرجاء إرسال مشكلتك في تبويب الدعم على Changai / ERPGulf.,95,1
support,خدمة العملاء,الرجاء التوجه إلى تبويب الدعم على Changai / ERPGulf وإضافة مشكلتك.,100,1
support,مشكلة,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
support,عندي مشكلة,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
support,في مشكلة,الرجاء التوجه إلى تبويب الدعم على Changai / ERPGulf وإضافة مشكلتك.,98,1
support,مشكلتي,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,98,1
